           4   5.00000007E-02
   8.35000038       1.02499926            5556
   8.35000038       1.33499897            5557
   8.35000038       1.73499858            5558
   8.35000038       4.00000000               0
   8.44999981       0.00000000               0
   8.44999981       1.03499925            5559
   8.44999981       1.44499886            5560
   8.44999981       4.00000000               0
   8.55000019       0.00000000               0
   8.55000019       1.02499926            5561
   8.55000019       1.35499895            5562
   8.55000019       2.15000176            5563
   8.55000019       4.00000000               0
   8.65000057       0.00000000               0
   8.65000057       1.02499926            5564
   8.65000057       1.67999864            5565
   8.65000057       4.00000000               0
   8.75000000       0.00000000               0
   8.75000000       1.04999924            5566
   8.75000000       2.08000016            5567
   8.75000000       4.00000000               0
   8.85000038       0.00000000               0
   8.85000038       1.13999915            5568
   8.85000038       1.64499867            5569
   8.85000038       4.00000000               0
   8.94999981       0.00000000               0
   8.94999981       1.21999907            5570
   8.94999981       4.00000000               0
   14.9499998       0.00000000               0
   14.9499998       4.00000000               0
          70   6.84999990    
   5.00000007E-02   0.00000000               0
   5.00000007E-02   4.00000000               0
   7.34999990       0.00000000               0
   7.34999990       1.19999909            5571
   7.34999990       4.00000000               0
   7.45000029       0.00000000               0
   7.45000029       1.44999886            5572
   7.45000029       4.00000000               0
   7.55000019       0.00000000               0
   7.55000019      0.894999325            5573
   7.55000019       4.00000000               0
   7.65000010       0.00000000               0
   7.65000010       1.07999921            5574
   7.65000010       4.00000000               0
   7.75000000       0.00000000               0
   7.75000000       1.08499920            5575
   7.75000000       1.56499875            5576
   7.75000000       4.00000000               0
   7.84999990       0.00000000               0
   7.84999990       1.03999925            5577
   7.84999990       1.44999886            5578
   7.84999990       4.00000000               0
   7.95000029       0.00000000               0
   7.95000029       1.07999921            5579
   7.95000029       1.48999882            5580
   7.95000029       2.32000566            5581
   7.95000029       4.00000000               0
   8.05000019       0.00000000               0
   8.05000019      0.844999373            5582
   8.05000019       1.30999899            5583
   8.05000019       1.74499857            5584
   8.05000019       4.00000000               0
